"place_id","name","rating","user_ratings_total","address","website","price_level","url"
"ChIJXYtKs6FQkWsREnsgKcPQsbk","Govinda's pure vegetarian cafe",4.6,217,"82 Vulture St, West End QLD 4101, Australia","http://brisbanegovindas.com.au/",1,"https://maps.google.com/?cid=13380705504521648914"
"ChIJuY12VKBQkWsR4306CFN9ixU","Swiss Gourmets Delicatessen",4.6,47,"181 Boundary St, West End QLD 4101, Australia","http://www.swissgourmet.com.au/",1,"https://maps.google.com/?cid=1552472292133076451"
"ChIJ4Xun8dFbkWsRlDk_iDgoezI","Greenhouse Canteen + Bar",4.6,108,"66 Manning St, South Brisbane QLD 4101, Australia","https://www.greenhousecanteen.com/",,"https://maps.google.com/?cid=3637545347300931988"
"ChIJn_wnqKJQkWsRZ-_vjML-xwM","La Lupa",4.6,223,"Shop 3/321 Montague Rd, West End QLD 4101, Australia","http://www.lupapizzabar.com.au/",2,"https://maps.google.com/?cid=272466414020849511"
"ChIJGY5ftnRakWsRuOwg13qR-KU","Punjabi Flavour",4.6,63,"43 Gladstone Rd, Highgate Hill QLD 4101, Australia","https://ordermate.online/punjabiflavour/",,"https://maps.google.com/?cid=11959468767263648952"
"ChIJj5o2jKBQkWsRkio7FYvR4hg","Lokal + Co",4.6,210,"6 O'Connell St, West End QLD 4101, Australia","http://www.lokalandco.com.au/",2,"https://maps.google.com/?cid=1793225996933737106"
"ChIJ75j4e5lQkWsRg-wieIPdhzE","Thai Patcharin",4.6,66,"172 Hardgrave Rd, West End QLD 4101, Australia","https://www.thaipatcharin.com/",,"https://maps.google.com/?cid=3569064786440416387"
"ChIJO0UQohtakWsR5mx7bsyUKlU","Port Office Dining Room",4.6,91,"40 Edward St, Brisbane City QLD 4000, Australia","http://www.portofficehotel.com.au/",3,"https://maps.google.com/?cid=6136881047993543910"
"ChIJt39NuhtakWsRMJIiMMD7vLQ","Walter's Steakhouse and Wine Bar",4.6,216,"219 Alice St, Brisbane City QLD 4000, Australia","http://www.waltersbrisbane.com.au/",,"https://maps.google.com/?cid=13023561025308496432"
"ChIJ26nIeRZakWsRo2tGvV7LbDk","An Cafe Vietnamese Street Food",4.6,239,"1/738 Main St, Kangaroo Point QLD 4169, Australia","http://www.ancafe.com.au/",1,"https://maps.google.com/?cid=4137905765409516451"
"ChIJK3BPpzxakWsRuTQ8zrv4RIE","Sushi Kotobuki",4.6,574,"3/53 Lytton Rd, East Brisbane QLD 4169, Australia","http://sushikotobuki.com.au/",1,"https://maps.google.com/?cid=9314843414811653305"
"ChIJ7Qhl7jxakWsRnlT6sAHQ7vY","Semi-Pro Brewing Co",4.6,221,"65 Manilla St, East Brisbane QLD 4169, Australia","http://www.semiprobrewing.com.au/",2,"https://maps.google.com/?cid=17793387883470148766"
"ChIJ2xC5OBVakWsRCDIAuW0Ls7M","1889 Enoteca",4.6,419,"10-12 Logan Rd, Woolloongabba QLD 4101, Australia","http://www.1889enoteca.com.au/",2,"https://maps.google.com/?cid=12948705919503446536"
"ChIJOf5fRxVakWsRzm1Oybh8wVw","Canvas Club",4.6,276,"16B Logan Rd, Woolloongabba QLD 4102, Australia","http://www.canvasclub.com.au/",2,"https://maps.google.com/?cid=6683760455087713742"
"ChIJg0gh1j1akWsR83Q00YIt310","Banana Leaf Thai:East Brisbane",4.6,171,"4/121 Wellington Rd, East Brisbane QLD 4169, Australia","http://www.bananaleafthai.com.au/",2,"https://maps.google.com/?cid=6764175205212648691"
"ChIJV1G0NhVakWsRVbZDusAy7-E","Detour",4.6,187,"11 Logan Rd, Woolloongabba QLD 4102, Australia","http://www.detourrestaurant.com.au/",3,"https://maps.google.com/?cid=16280286981307741781"
"ChIJ-f-_5T9akWsRV7pkjTWRGd8","Ku-O at the Gabba",4.6,102,"5/28 Trafalgar St, Woolloongabba QLD 4102, Australia","https://m.facebook.com/kuoatthegabba/",2,"https://maps.google.com/?cid=16076040004067179095"
"ChIJI05zQzhakWsRlkjlxwpauvg","The Wolfe",4.6,127,"989 Stanley St E, East Brisbane QLD 4169, Australia","https://www.thewolferestaurant.com/",3,"https://maps.google.com/?cid=17922736669424175254"
"ChIJsVDGhxxakWsRMNKK3q0bNuY","Malt Dining",4.5,338,"28 Market St, Brisbane City QLD 4000, Australia","http://maltdining.com.au/",3,"https://maps.google.com/?cid=16588476711042732592"
"ChIJHQ70Jx1akWsRftGFh_g9LDA","The Brisbane Club",4.5,96,"241 Adelaide St, Brisbane City QLD 4000, Australia","http://brisbaneclub.com.au/",3,"https://maps.google.com/?cid=3471217550430687614"
"ChIJr2geshxakWsRMae1VSBtKmA","Tattersall's Club",4.5,78,"215 Queen St, Brisbane City QLD 4000, Australia","http://www.tattersallsclub.com/",,"https://maps.google.com/?cid=6929470962307278641"
"ChIJkyEKiwRakWsRu0NFZHvbKxU","Felix For Goodness",4.5,416,"50 Burnett Ln, Brisbane City QLD 4000, Australia","http://felixforgoodness.com/",2,"https://maps.google.com/?cid=1525554221804766139"
"ChIJEexjkR1akWsRQOiY61WMZ28","Alchemy Restaurant & Bar",4.5,317,"175 Eagle St, Brisbane City QLD 4000, Australia","http://www.alchemyrestaurant.com.au/",1,"https://maps.google.com/?cid=8027539161463973952"
"ChIJhTAH8x1akWsRqCdI2Wzu-Ug","Customs House",4.5,604,"399 Queen St, Brisbane City QLD 4000, Australia","http://www.customshouse.com.au/",3,"https://maps.google.com/?cid=5258496191201028008"
"ChIJ1SHx8BpakWsR1Z93cabDB3c","The Walnut Restaurant and Lounge Bar",4.5,101,"152 Alice St, Brisbane City QLD 4000, Australia","http://www.thewalnutrestaurant.com.au/",2,"https://maps.google.com/?cid=8577039134986051541"
"ChIJS-X4Eh9akWsRE7ZXzDZrHOg","Summer House Restaurant, Caf� & Bar",4.5,266,"15 Goodwin St, Kangaroo Point QLD 4169, Australia","http://www.summerhousebrisbane.com.au/",2,"https://maps.google.com/?cid=16725360999247885843"
"ChIJO8qI1YhbkWsRSSEAig_ueJM","Sea Legs Brewing Co",4.5,65,"89 Main St, Kangaroo Point QLD 4169, Australia","http://www.sealegsbrewing.com.au/",1,"https://maps.google.com/?cid=10626505071287869769"
"ChIJXfkcwYlZkWsR5Bv3aqsX84c","DA'Burger New Farm",4.5,604,"876 Brunswick St, New Farm QLD 4005, Australia","https://daburger-new-farm.business.site/?utm_source=gmb&utm_medium=referral",2,"https://maps.google.com/?cid=9796199639462386660"
"ChIJ-Zd2Ph1akWsRk51FVI_Uaso","Botero House",4.5,314,"258 Adelaide St, Brisbane City QLD 4000, Australia","http://www.boterohouse.com.au/",,"https://maps.google.com/?cid=14585704055252032915"
"ChIJRe61ah1akWsROS9dhjRl_Ds","Alta Cafe & Catering",4.5,41,"270 Adelaide St, Brisbane City QLD 4000, Australia","http://www.altacafe.com.au/",1,"https://maps.google.com/?cid=4322441018635792185"
"ChIJmYqubx1akWsR1DPL1_FSy2Y","Casa di Louie",4.5,69,"Infocasadilouie@gmail.com, 316 Adelaide St, Brisbane City QLD 4000, Australia",,,"https://maps.google.com/?cid=7407105210801927124"
"ChIJxV5_8gJakWsRP4jqA8OimoU","United Service Club Queensland",4.5,88,"183 Wickham Terrace, Spring Hill QLD 4000, Australia","http://www.unitedserviceclub.com.au/",,"https://maps.google.com/?cid=9627186111925880895"
"ChIJER0_H_ZZkWsRTT7ZFHOewUA","Taro's Ramen",4.5,602,"L2/480 Queen St, Brisbane City QLD 4000, Australia","http://www.taros.com.au/",1,"https://maps.google.com/?cid=4666184906040753741"
"ChIJJwHIhx1akWsRAzzICcrxuFQ","Jees Burger & Chicken Adelaide St.",4.5,109,"363 Adelaide St, Brisbane City QLD 4000, Australia","https://m.facebook.com/Jees-Burger-164419084180357/",,"https://maps.google.com/?cid=6104895144950512643"
"ChIJ07LBKvZZkWsRhNaDDHT3Jew","Collective Kitchen & Bar",4.5,153,"369 Ann St, Brisbane City QLD 4000, Australia","http://www.collectivekitchen.com.au/",2,"https://maps.google.com/?cid=17016278844887520900"
"ChIJc10ACgVZkWsRtEM_tlprNyE","MD's Italian Kitchen & Bar",4.5,69,"shop 8/9/455 Brunswick St, Fortitude Valley QLD 4006, Australia","https://www.mdsitalian.com.au/",,"https://maps.google.com/?cid=2393499764319536052"
"ChIJB6j6CotZkWsRE3Lk6nffYvI","Himalayan Cafe",4.5,304,"640 Brunswick St, New Farm QLD 4005, Australia",,2,"https://maps.google.com/?cid=17465768011031147027"
"ChIJJ2sdYI9ZkWsRG52nc-f3eK0","Mizu Japanese Restaurant",4.5,171,"2 Macquarie St, Newstead QLD 4005, Australia","https://www.mizurestaurant.com.au/",2,"https://maps.google.com/?cid=12500013339216682267"
"ChIJ0ZjQJQFZkWsRbK9seFSXDVc","Spring Hill Kitchen",4.5,89,"50 St Pauls Terrace, Spring Hill QLD 4000, Australia","https://spring-hill-kitchen.com.au/",1,"https://maps.google.com/?cid=6272836245050404716"
"ChIJ4_RdWvFZkWsRbJAHln-5W3A","Les Bubbles Steakhouse",4.5,771,"144 Wickham St, Fortitude Valley QLD 4006, Australia","http://www.lesbubbles.com.au/",2,"https://maps.google.com/?cid=8096268712757661804"
"ChIJ2RCJTo1ZkWsRYrE1Tq4t4l4","Gerards Bistro",4.5,439,"14/15 James St, Fortitude Valley QLD 4006, Australia","http://www.gerardsbistro.com.au/",3,"https://maps.google.com/?cid=6837077410961535330"
"ChIJG9O6OpFZkWsRAf7b7LlR5pY","Tippler's Tap",4.5,110,"2/70 James St, Fortitude Valley QLD 4006, Australia","http://www.tipplerstap.com.au/",2,"https://maps.google.com/?cid=10873468209317281281"
"ChIJ7whzKOxZkWsRGCV69p5adm8","Rydges Fortitude Valley",4.5,859,"601 Gregory Terrace, Bowen Hills QLD 4006, Australia","https://www.rydges.com/accommodation/brisbane-qld/fortitude-valley-brisbane/",,"https://maps.google.com/?cid=8031706624248390936"
"ChIJh_XqzPNZkWsRkCLhZ5gmLEw","Greaser",4.5,210,"259 Brunswick St, Fortitude Valley QLD 4006, Australia","http://greaser.com.au/",2,"https://maps.google.com/?cid=5488804481877484176"
"ChIJz2uc1ZJZkWsRmXlgxuZlzxs","The Sushi 79",4.5,47,"Shop29/1000 Ann St, Fortitude Valley QLD 4006, Australia",,,"https://maps.google.com/?cid=2003932401048254873"
"ChIJ7xtnTe1ZkWsR7oKyAWbV9zc","Mr Chester Wine Bar",4.5,128,"2/850 Ann St, Fortitude Valley QLD 4006, Australia","http://www.mrchesterwine.com/",2,"https://maps.google.com/?cid=4032926625425425134"
"ChIJK1b6nCFZkWsRcxdHGAQkJIc","Seoul Samm",4.5,142,"8&8m, 100 McLachlan St, Fortitude Valley QLD 4006, Australia","http://www.seoulssamm.com/",,"https://maps.google.com/?cid=9737947894287636339"
"ChIJifpPC4RZkWsRm2GEPjiMTD8","Streetcorner Jimmy",4.5,44,"38 Vernon Terrace, Teneriffe QLD 4005, Australia","http://www.streetcornerjimmy.com.au/",,"https://maps.google.com/?cid=4561174695814390171"
"ChIJwx8-25BZkWsRtft9rQoy6C0","Ruean Phae Thai Restaurant on Newstead",4.5,128,"136 Commercial Rd, Newstead QLD 4006, Australia",,1,"https://maps.google.com/?cid=3307948947745405877"
"ChIJVWVPWvtZkWsRQKUg11ujAg8","Victoria Park Golf Complex",4.5,1907,"309 Herston Rd, Brisbane City QLD 4006, Australia","http://www.victoriapark.com.au/",,"https://maps.google.com/?cid=1081606475368932672"
"ChIJ20oOgvZZkWsRprgcNfznQ48","e'cco bistro",4.5,223,"shop 8/63 Skyring Terrace, Newstead QLD 4006, Australia","http://www.eccobistro.com/",3,"https://maps.google.com/?cid=10323349841272158374"
"ChIJfTS-IpRZkWsRTQ9QIzouLlY","Betty's Burgers & Concrete Co",4.5,970,"4A/63 Skyring Terrace, Newstead QLD 4006, Australia","http://www.bettysburgers.com.au/",2,"https://maps.google.com/?cid=6209951763425922893"
"ChIJfTS-IpRZkWsRwk7Sn4voD3Y","Cheeky Poke Bar (Newstead)",4.5,280,"63 Skyring Terrace, Newstead QLD 4006, Australia","http://cheekypokebar.com.au/",2,"https://maps.google.com/?cid=8507273907505614530"
"ChIJUTNQHplZkWsRCNxI3LD3zNQ","Revel Brewing Co.",4.5,125,"41 Oxford St, Bulimba QLD 4171, Australia","http://www.revelbrewingco.com.au/",2,"https://maps.google.com/?cid=15333903170271763464"
"ChIJY8hESvtn1moRFW6Nzz5mHTM","The Milk Factory Kitchen & Bar",4.5,370,"48 Montague Rd, South Brisbane QLD 4101, Australia","http://www.themilkfactorybar.com.au/",2,"https://maps.google.com/?cid=3683212490215091733"
"ChIJY75ErQZakWsR_4T4IRZmq9M","Mrs Luu's Vietnamese Canteen",4.5,44,"40 Tank St, Brisbane City QLD 4000, Australia","https://www.mrsluus.com.au/",,"https://maps.google.com/?cid=15252396808265565439"
"ChIJxz0iBwdakWsRqANrlcIYSnA","GOMA Restaurant",4.5,50,"Gallery of Modern Art, Stanley Place, Cultural Precinct, South Brisbane QLD 4101, Australia","https://www.qagoma.qld.gov.au/visit/eat-and-drink/goma-restaurant",,"https://maps.google.com/?cid=8091306904534057896"
"ChIJebuhqBtakWsRje3esCUVd_0","Moda Tapas. Brasa. Bar",4.5,251,"61 Petrie Terrace, QLD 4000, Australia","http://www.modarestaurant.com.au/",3,"https://maps.google.com/?cid=18264090065449708941"
"ChIJ9TThHbBQkWsR-4-mtHVNpEU","The Fishery",4.5,193,"6a/16 Baroona Rd, Milton QLD 4064, Australia","http://www.thefishery.net.au/",,"https://maps.google.com/?cid=5018221052734902267"
"ChIJk84I1rBQkWsR0FFZqblNwLc","Blue Room Cinebar",4.5,913,"151 Baroona Rd, Paddington QLD 4064, Australia","https://www.blueroomcinebar.com/",,"https://maps.google.com/?cid=13240668364274749904"
"ChIJue6wLbFQkWsRKWrsvS8QZkg","Grill'd Rosalie",4.5,303,"19-21 Nash St, Rosalie QLD 4064, Australia","https://www.grilld.com.au/restaurants/queensland/brisbane/rosalie#GoogleLocal",2,"https://maps.google.com/?cid=5216875015591193129"
"ChIJq2z9DKxQkWsRdAxHlTynbl0","Q-Masters",4.5,163,"level 1/47 Castlemaine St, Milton QLD 4064, Australia","http://www.qmasters.com.au/",,"https://maps.google.com/?cid=6732502371609807988"
"ChIJZSbA3TBRkWsRDdBETY5YV_A","Kaisen Japanese Restaurant",4.5,54,"#6/157 Given Terrace, Paddington QLD 4064, Australia","http://kaisen-japanese-restaurant.business.site/",,"https://maps.google.com/?cid=17318408260281487373"
"ChIJlaEaQq1QkWsRfYzbMAHHwAc","HOPE & ANCHOR",4.5,190,"267 Given Terrace, Paddington QLD 4064, Australia","http://www.hopeandanchor.net.au/",2,"https://maps.google.com/?cid=558665161722530941"
"ChIJk8pWXbNQkWsRAgqj4Zvibrk","King Tea",4.5,164,"100 Latrobe Terrace, Paddington QLD 4064, Australia","http://king-tea.co/",1,"https://maps.google.com/?cid=13361866303588207106"
"ChIJf8CyyLRQkWsRYwwyoeD63Xo","Spicy I'm Thai on paddington",4.5,142,"6/147 Latrobe Terrace, Paddington QLD 4064, Australia","https://spicyimthai.com/",1,"https://maps.google.com/?cid=8853508285164293219"
"ChIJa-YSO1ZXkWsRjEZaGIKwWW8","Kamiil's Kebabs",4.5,123,"44 Musk Ave, Kelvin Grove QLD 4059, Australia","https://www.kamiilskebabs.com/",,"https://maps.google.com/?cid=8023638283938055820"
"ChIJDQ9vJ1ZXkWsRVPoB30fu8dQ","Carraway Pier",4.5,99,"The Village Centre Shop, 17 Carraway St, Kelvin Grove QLD 4059, Australia",,,"https://maps.google.com/?cid=15344307397879528020"
"ChIJ48jhxVNXkWsRe1BHcc3kyDo","Red Ocean Sea Food",4.5,114,"7/152 Musgrave Rd, Red Hill QLD 4059, Australia",,1,"https://maps.google.com/?cid=4235887020561879163"
"ChIJ0xfx7lBXkWsRVhnODJyYwTI","Little Red Providore",4.5,112,"63 Windsor Rd, Red Hill QLD 4059, Australia","http://littleredprovidore.com.au/",,"https://maps.google.com/?cid=3657372168398707030"
"ChIJxRdoJxtakWsRJ82tNAdbyws","Capri by Fraser, Brisbane",4.5,822,"80 Albert St, Brisbane City QLD 4000, Australia","https://brisbane.capribyfraser.com/?utm_source=google_map&utm_medium=organic",,"https://maps.google.com/?cid=849873041196174631"
"ChIJEc7KSBtakWsR1nYoOoFC8mw","Men Ya Go - Albert St",4.5,255,"Shop 4/123 Albert St, Brisbane City QLD 4000, Australia","http://www.menyago.com.au/",2,"https://maps.google.com/?cid=7850410223254140630"
"ChIJs8b5QwhakWsRocHaFhUo2fg","Saccharomyces Beer Cafe",4.5,594,"Fish Ln, South Brisbane QLD 4101, Australia","http://www.sbcbar.com/",2,"https://maps.google.com/?cid=17931407462395199905"
"ChIJ3fj8yg5akWsR__VAJpL83uo","Bacchus",4.5,361,"Podium Level, Rydges South Bank, Glenelg Street & Grey Street, South Brisbane QLD 4101, Australia","http://www.bacchussouthbank.com.au/",4,"https://maps.google.com/?cid=16924242154342118911"
"ChIJl1IObQhakWsRAW7wCchRbQY","Ol' School Fish Eatery",4.5,187,"58 Hope St, South Brisbane QLD 4101, Australia","http://olschool.co/",2,"https://maps.google.com/?cid=463116256291089921"
"ChIJS9ipowlakWsRxDHSRWF7zD4","Ginger & Green",4.5,77,"52 Merivale St, South Brisbane QLD 4101, Australia","https://www.facebook.com/Gingerandgreensouthbrisbane/",2,"https://maps.google.com/?cid=4525127383313953220"
"ChIJ9YCNLAhakWsRsvpiUVumxRY","Wandering Cooks",4.5,374,"Corner of Fish Lane &, Cordelia St, South Brisbane QLD 4101, Australia","http://wanderingcooks.com.au/",2,"https://maps.google.com/?cid=1640900550384089778"
"ChIJjUNySadQkWsRpF8T4eWgJbE","Izakana-Ya-Okuman",4.5,292,"6/220 Melbourne St, South Brisbane QLD 4101, Australia","http://okuman.com.au/",2,"https://maps.google.com/?cid=12764785628035637156"
"ChIJE7pkaaNakWsRWDkrv3DQvoQ","Mu'ooz Restaurant & Catering",4.5,182,"54 Mollison St, West End QLD 4101, Australia","http://www.muooz.com.au/",2,"https://maps.google.com/?cid=9565311841243707736"
"ChIJjUNySadQkWsRUOftDIBBD08","Bird's Nest Restaurant",4.5,626,"Shop 5/220 Melbourne St, South Brisbane QLD 4101, Australia","http://birdsnestrestaurant.com.au/",2,"https://maps.google.com/?cid=5696844071875503952"
"ChIJd-8cVLtQkWsRWjp2_ptceSo","Four Sisters on Lang",4.5,111,"1/43 Lang Parade, Auchenflower QLD 4066, Australia","http://foursistersonlang.com/",1,"https://maps.google.com/?cid=3060579246833810010"
"ChIJ4bTdWZFZkWsRuDxev-3r5Ao","Tippler's Tap",4.5,824,"5/182 Grey St, South Brisbane QLD 4101, Australia","http://www.tipplerstap.com.au/",2,"https://maps.google.com/?cid=785011641419709624"
"ChIJjUb3TaBQkWsR0LZqhLL4MO8","El Torito Mexican Restaurant",4.5,253,"146 Boundary St, West End QLD 4101, Australia","http://www.eltoritomexican.com.au/",2,"https://maps.google.com/?cid=17235549219556341456"
"ChIJZ-pcUKBQkWsRBAtt0EtbmLU","Covent Garden - Gin Bar & Restaurant",4.5,249,"142 Boundary St, West End QLD 4101, Australia","http://www.coventgarden.com.au/",2,"https://maps.google.com/?cid=13085309098502458116"
"ChIJrZuYkqFQkWsRwcjzFNptxh4","Sea Fuel",4.5,433,"57 Vulture St, West End QLD 4101, Australia","https://seafuel.com.au/",2,"https://maps.google.com/?cid=2217580649948367041"
"ChIJa0SOJNBbkWsRArdJerkLeXY","The Terrace",4.5,53,"Emporium Hotel South Bank, Level 21/267 Grey St, South Brisbane QLD 4101, Australia","https://www.emporiumhotels.com.au/eat-and-drink.html",,"https://maps.google.com/?cid=8536867459905992450"
"ChIJ-UxnRaBQkWsR91aCZ4oibJw","The Catchment Brewing Co",4.5,97,"150 Boundary St, West End QLD 4101, Australia","http://catchmentbrewingco.com.au/",2,"https://maps.google.com/?cid=11271421945238935287"
"ChIJEeT-eplQkWsR5uYxbFYVwUs","Lefkas Taverna",4.5,669,"170 Hardgrave Rd, West End QLD 4101, Australia","http://www.lefkas.com.au/",2,"https://maps.google.com/?cid=5458667684276332262"
